index,count,mean,std,min,25%,50%,75%,max
MOL:FIC70GG,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70GG.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70JJ,1.0,0.09,,0.09,0.09,0.09,0.09,0.09
MOL:FIC70JJ.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70KK,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70KK.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70LL,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:FIC70LL.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70MM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70MM.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70NN,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:FIC70NN.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT41039,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT41040,1.0,0.12,,0.12,0.12,0.12,0.12,0.12
MOL:FIT42001,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FIT44002,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT44003,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:fit69a,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:fit69b,1.0,33.03,,33.03,33.03,33.03,33.03,33.03
mol:fit69c,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:fit69d,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:fit69e,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:fit69f,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:fit69g,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:fit69j,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:fit69k,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:fit69l,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:fit69m,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
mol:fit69n,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT70A,1.0,7.67,,7.67,7.67,7.67,7.67,7.67
MOL:FIT70B,1.0,0.09,,0.09,0.09,0.09,0.09,0.09
MOL:FIT70C,1.0,0.21,,0.21,0.21,0.21,0.21,0.21
MOL:FIT70D,1.0,0.09,,0.09,0.09,0.09,0.09,0.09
MOL:FIT70E,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT70F,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT70G,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT70J,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT70K,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT70L,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT70M,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIT70N,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65A,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65B,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65C,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65D,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65E,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65F,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65G,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65J,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65K,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65L,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65M,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FITS65N,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FMMOL01,1.0,0.18,,0.18,0.18,0.18,0.18,0.18
MOL:FMMOL02,1.0,32.22,,32.22,32.22,32.22,32.22,32.22
MOL:FMMOL03,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FMMOL04,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FMMOL05,1.0,0.3,,0.3,0.3,0.3,0.3,0.3
MOL:FMMOL06,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FMMOL07,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FMMOL08,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FMMOL09,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FMMOL10,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FMMOL11,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FMMOL12,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70A.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70B.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70C.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70D.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70E.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70F.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70G.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70J.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70K.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70L.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FV70M.OP,1.0,2.24,,2.24,2.24,2.24,2.24,2.24
MOL:FV70N.OP,1.0,0.51,,0.51,0.51,0.51,0.51,0.51
MOL:G_LLEN_AX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:G_LLEN_BX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:G_LLEN_CX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:G_LLEN_DX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:G_LLEN_EX,1.0,0.15,,0.15,0.15,0.15,0.15,0.15
MOL:G_LLEN_FX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:G_LLEN_GX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:G_LLEN_JX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:G_LLEN_KX,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
MOL:G_LLEN_LX,1.0,3.43,,3.43,3.43,3.43,3.43,3.43
MOL:G_LLEN_MX,1.0,0.72,,0.72,0.72,0.72,0.72,0.72
MOL:G_LLEN_NX,1.0,2.06,,2.06,2.06,2.06,2.06,2.06
MOL:IC_MOL1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:IC_MOL10,1.0,3.46,,3.46,3.46,3.46,3.46,3.46
MOL:IC_MOL11,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:IC_MOL12,1.0,2.09,,2.09,2.09,2.09,2.09,2.09
MOL:IC_MOL2,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:IC_MOL3,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:IC_MOL4,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:IC_MOL5,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:IC_MOL6,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:IC_MOL7,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:IC_MOL8,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:IC_MOL9,1.0,1.46,,1.46,1.46,1.46,1.46,1.46
MOL:JI56A,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56AX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56B,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56BX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56C,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56CX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56D,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56DX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56E,1.0,0.15,,0.15,0.15,0.15,0.15,0.15
MOL:JI56EX,1.0,0.15,,0.15,0.15,0.15,0.15,0.15
MOL:JI56F,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56FX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56G,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56GX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56J,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56JX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:JI56K,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
MOL:JI56KX,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
MOL:JI56L,1.0,3.43,,3.43,3.43,3.43,3.43,3.43
MOL:JI56LX,1.0,3.43,,3.43,3.43,3.43,3.43,3.43
MOL:JI56M,1.0,0.72,,0.72,0.72,0.72,0.72,0.72
MOL:JI56MX,1.0,0.72,,0.72,0.72,0.72,0.72,0.72
MOL:JI56N,1.0,2.06,,2.06,2.06,2.06,2.06,2.06
MOL:JI56NX,1.0,2.06,,2.06,2.06,2.06,2.06,2.06
MOL:LIC67A,1.0,1.82,,1.82,1.82,1.82,1.82,1.82
MOL:LIC67A.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67B,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67B.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67C,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67C.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67D,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67D.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67E,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67E.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67F,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67F.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67G,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67G.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67J,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67J.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67K,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67K.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67L,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67L.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67M,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67M.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67N,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIC67N.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:LIT_CABEZA,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:MOL0010_CV01_N(10),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_CV01_N(11),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_CV02_N(12),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_CV02_N(13),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_CV03_N(14),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_CV03_N(15),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_CV04_N(16),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_CV04_N(17),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_CV05_N(18),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_CV05_N(19),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_MV01_N(30),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_MV01_N(31),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_MV02_N(32),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_MV02_N(33),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_MV03_N(34),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_MV03_N(35),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_MV04_N(36),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0010_MV04_N(37),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_CV01_N(10),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_CV01_N(11),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_CV02_N(12),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_CV02_N(13),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_CV03_N(14),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_CV03_N(15),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_CV04_N(16),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_CV04_N(17),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_CV05_N(18),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_CV05_N(19),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_MV01_N(30),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_MV01_N(31),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_MV02_N(32),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_MV02_N(33),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_MV03_N(34),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_MV03_N(35),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_MV04_N(36),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0011_MV04_N(37),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0012_CV01_N(10),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_CV01_N(11),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_CV02_N(12),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL0012_CV02_N(13),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_CV03_N(14),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_CV03_N(15),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_CV04_N(16),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_CV04_N(17),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_CV05_N(18),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_CV05_N(19),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_MV01_N(30),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_MV01_N(31),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_MV02_N(32),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_MV02_N(33),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_MV03_N(34),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_MV03_N(35),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_MV04_N(36),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL0012_MV04_N(37),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL001E_CV01_N(10),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_CV01_N(11),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_CV02_N(12),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_CV02_N(13),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_CV03_N(14),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_CV03_N(15),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_CV04_N(16),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_CV04_N(17),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_CV05_N(18),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_CV05_N(19),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_MV01_N(30),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_MV01_N(31),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_MV02_N(32),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_MV02_N(33),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_MV03_N(34),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_MV03_N(35),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_MV04_N(36),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001E_MV04_N(37),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_CV01_N(10),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_CV01_N(11),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_CV02_N(12),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_CV02_N(13),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_CV03_N(14),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_CV03_N(15),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_CV04_N(16),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_CV04_N(17),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_CV05_N(18),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_CV05_N(19),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_MV01_N(30),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_MV01_N(31),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_MV02_N(32),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_MV02_N(33),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_MV03_N(34),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_MV03_N(35),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_MV04_N(36),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL001_MV04_N(37),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_CV01_N(10),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_CV01_N(11),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_CV02_N(12),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_CV02_N(13),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_CV03_N(14),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_CV03_N(15),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_CV04_N(16),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_CV04_N(17),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_CV05_N(18),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_CV05_N(19),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_MV01_N(30),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_MV01_N(31),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_MV02_N(32),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_MV02_N(33),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_MV03_N(34),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_MV03_N(35),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_MV04_N(36),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002E_MV04_N(37),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002_CV01_N(10),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_CV01_N(11),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_CV02_N(12),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL002_CV02_N(13),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_CV03_N(14),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_CV03_N(15),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_CV04_N(16),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_CV04_N(17),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_CV05_N(18),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_CV05_N(19),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_MV01_N(30),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_MV01_N(31),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_MV02_N(32),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_MV02_N(33),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_MV03_N(34),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_MV03_N(35),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_MV04_N(36),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL002_MV04_N(37),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003E_CV01_N(10),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_CV01_N(11),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_CV02_N(12),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_CV02_N(13),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_CV03_N(14),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_CV03_N(15),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_CV04_N(16),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_CV04_N(17),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_CV05_N(18),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_CV05_N(19),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_MV01_N(30),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_MV01_N(31),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_MV02_N(32),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_MV02_N(33),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_MV03_N(34),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_MV03_N(35),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_MV04_N(36),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003E_MV04_N(37),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003_CV01_N(10),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_CV01_N(11),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_CV02_N(12),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL003_CV02_N(13),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_CV03_N(14),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_CV03_N(15),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_CV04_N(16),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_CV04_N(17),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_CV05_N(18),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_CV05_N(19),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_MV01_N(30),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_MV01_N(31),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_MV02_N(32),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_MV02_N(33),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_MV03_N(34),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_MV03_N(35),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_MV04_N(36),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL003_MV04_N(37),1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:MOL004E_CV01_N(10),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL004E_CV01_N(11),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL004E_CV02_N(12),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL004E_CV02_N(13),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL004E_CV03_N(14),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL004E_CV03_N(15),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL004E_CV04_N(16),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL004E_CV04_N(17),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:MOL004E_CV05_N(18),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
